a e inc Omega argPeri meanAnomaly H j type inner outer epoch objId g sed_filename
39.349000000000004 0.214 30.348000000000003 89.25399999999999 189.46599999999998 186.824 7.5 47.72 resonant 3 2 53157.0 1076 0.15 TNO.dat
101.795 0.634 9.144 277.161 174.118 231.518 7.3 156.47 classical o 0 53157.0 1077 0.15 TNO.dat
44.226000000000006 0.057999999999999996 1.7309999999999999 37.978 38.861999999999995 62.091 8.4 43.15 classical m k 53157.0 1078 0.15 TNO.dat
39.475 0.172 20.463 284.14 326.047 68.635 7.96 38.1 resonant 3 2 53157.0 1079 0.15 TNO.dat
43.363 0.013000000000000001 5.216 131.35399999999998 126.345 309.735 7.45 43.0 classical m s 53157.0 1080 0.15 TNO.dat
88.387 0.374 23.535999999999998 48.004 68.377 339.772 8.18 60.2 resonant 5 1 53157.0 1081 0.15 TNO.dat
39.262 0.25 15.052 74.27199999999999 175.562 224.488 7.83 47.19 resonant 3 2 53157.0 1082 0.15 TNO.dat
46.43 0.121 6.63 155.44799999999998 62.652 127.67299999999999 8.33 50.25 classical m s 53157.0 1083 0.15 TNO.dat
88.34 0.47700000000000004 22.691999999999997 263.856 31.336 243.03900000000002 7.71 118.66 resonant 5 1 53157.0 1084 0.15 TNO.dat
48.227 0.22 12.21 120.61200000000001 297.776 207.145 8.34 58.06 classical o 0 53157.0 1085 0.15 TNO.dat
44.595 0.079 5.896 150.565 78.039 45.325 8.08 42.27 classical m s 53157.0 1086 0.15 TNO.dat
46.5 0.08 3.76 110.186 70.705 41.32899999999999 7.37 43.84 classical m s 53157.0 1087 0.15 TNO.dat
50.153999999999996 0.261 16.959 27.36 309.623 298.759 8.47 46.93 classical o 0 53157.0 1088 0.15 TNO.dat
41.409 0.049 31.199 12.967 344.616 234.795 8.48 42.64 classical m h 53157.0 1089 0.15 TNO.dat
69.848 0.433 22.504 330.269 351.089 127.46799999999999 8.3 93.86 classical o 0 53157.0 1090 0.15 TNO.dat
59.106 0.37 29.629 74.905 185.225 281.855 7.74 62.55 classical o 0 53157.0 1091 0.15 TNO.dat
45.74 0.11699999999999999 7.468 136.606 232.945 3.322 8.41 40.39 classical m h 53157.0 1092 0.15 TNO.dat
55.332 0.261 15.613 33.463 334.843 311.031 7.75 48.6 resonant 5 2 53157.0 1093 0.15 TNO.dat
43.847 0.08 4.641 315.388 257.75 98.60600000000001 8.2 44.64 classical m s 53157.0 1094 0.15 TNO.dat
44.303000000000004 0.155 10.985 193.86 12.421 139.923 7.6 49.91 classical m h 53157.0 1095 0.15 TNO.dat
133.749 0.7 19.155 110.272 305.428 292.726 8.16 159.37 classical o 0 53157.0 1096 0.15 TNO.dat
45.1 0.11 6.3629999999999995 134.798 70.14 33.455 8.09 41.16 classical m s 53157.0 1097 0.15 TNO.dat
43.978 0.016 3.1910000000000003 50.747 103.721 231.299 8.46 44.42 classical m s 53157.0 1098 0.15 TNO.dat
44.305 0.039 1.807 65.044 75.727 153.588 7.35 45.87 classical m k 53157.0 1099 0.15 TNO.dat
46.363 0.134 4.683 218.69299999999998 274.818 280.987 7.21 46.0 classical m s 53157.0 1100 0.15 TNO.dat
39.454 0.183 16.159000000000002 338.871 299.199 122.162 8.36 44.1 resonant 3 2 53157.0 1101 0.15 TNO.dat
71.391 0.48100000000000004 25.855 86.146 337.43699999999995 335.10400000000004 8.28 46.72 classical o 0 53157.0 1102 0.15 TNO.dat
53.196999999999996 0.406 8.992 140.439 8.921 105.81200000000001 7.37 65.57 resonant 7 3 53157.0 1103 0.15 TNO.dat
54.423 0.33899999999999997 12.425 154.808 15.145999999999999 168.852 8.44 72.69 classical o 0 53157.0 1104 0.15 TNO.dat
42.42100000000001 0.139 22.958000000000002 306.693 331.767 286.77 8.09 41.51 resonant 5 3 53157.0 1105 0.15 TNO.dat
40.089 0.111 40.14 347.599 8.76 31.296 7.87 36.45 classical m h 53157.0 1106 0.15 TNO.dat
44.498999999999995 0.107 3.1189999999999998 131.17 271.893 285.969 7.22 43.68 classical m s 53157.0 1107 0.15 TNO.dat
42.972 0.046 2.8480000000000003 75.283 219.94799999999998 207.40900000000002 7.88 44.73 classical m s 53157.0 1108 0.15 TNO.dat
45.728 0.016 6.146 95.14399999999999 100.01 284.379 7.75 45.56 classical m s 53157.0 1109 0.15 TNO.dat
43.739 0.051 2.591 119.12899999999999 93.251 8.708 7.81 41.53 classical m s 53157.0 1110 0.15 TNO.dat
42.492 0.095 25.768 145.743 305.878 345.62300000000005 8.27 38.6 classical m h 53157.0 1111 0.15 TNO.dat
38.765 0.025 37.571 226.49599999999998 57.153999999999996 242.15599999999998 8.48 39.23 classical i 0 53157.0 1112 0.15 TNO.dat
42.497 0.047 7.709 110.65700000000001 250.408 43.37 7.28 41.08 classical m s 53157.0 1113 0.15 TNO.dat
68.94 0.42700000000000005 23.68 117.477 51.826 353.849 7.96 40.04 classical o 0 53157.0 1114 0.15 TNO.dat
50.453 0.299 16.85 224.998 156.882 222.87900000000002 8.48 63.06 classical o 0 53157.0 1115 0.15 TNO.dat
43.763000000000005 0.06 1.069 41.401 84.419 261.99 7.92 44.28 classical m s 53157.0 1116 0.15 TNO.dat
134.653 0.705 4.683 132.138 324.89799999999997 242.196 6.72 209.85 classical o 0 53157.0 1117 0.15 TNO.dat
128.328 0.679 17.045 167.127 163.458 295.666 8.5 146.95 classical o 0 53157.0 1118 0.15 TNO.dat
63.696999999999996 0.431 22.772 122.7 258.78 62.82 8.03 62.49 classical o 0 53157.0 1119 0.15 TNO.dat
69.938 0.466 34.258 350.67800000000005 294.415 245.30599999999998 6.89 92.56 classical o 0 53157.0 1120 0.15 TNO.dat
46.998999999999995 0.075 4.496 60.708999999999996 52.691 54.035 8.4 45.11 classical m s 53157.0 1121 0.15 TNO.dat
55.495 0.364 11.555 170.981 46.747 353.45099999999996 7.98 35.61 resonant 5 2 53157.0 1122 0.15 TNO.dat
44.001999999999995 0.06 1.178 27.235 113.73200000000001 232.78099999999998 7.88 45.68 classical m s 53157.0 1123 0.15 TNO.dat
64.49600000000001 0.447 47.799 200.666 244.238 273.152 8.47 74.73 classical o 0 53157.0 1124 0.15 TNO.dat
44.001000000000005 0.087 0.8290000000000001 14.235 328.665 143.578 8.48 47.18 classical m s 53157.0 1125 0.15 TNO.dat
129.405 0.725 22.281999999999996 267.013 135.928 196.558 8.02 221.85 classical o 0 53157.0 1126 0.15 TNO.dat
44.435 0.091 3.3810000000000002 204.331 58.885 171.345 8.12 48.45 classical m s 53157.0 1127 0.15 TNO.dat
39.44 0.157 29.423000000000002 262.48900000000003 330.952 95.86200000000001 8.14 40.99 resonant 3 2 53157.0 1128 0.15 TNO.dat
42.886 0.111 24.845 126.439 329.55699999999996 132.72899999999998 7.75 46.38 classical m h 53157.0 1129 0.15 TNO.dat
44.376999999999995 0.057999999999999996 4.0889999999999995 164.588 138.64600000000002 234.99900000000002 8.48 45.94 classical m k 53157.0 1130 0.15 TNO.dat
44.369 0.027000000000000003 2.608 23.871 25.261999999999997 144.10399999999998 8.0 45.36 classical m s 53157.0 1131 0.15 TNO.dat
151.903 0.7709999999999999 21.62 192.268 160.365 324.209 7.7 129.97 classical o 0 53157.0 1132 0.15 TNO.dat
39.626999999999995 0.243 17.279 172.273 326.802 308.738 7.79 35.36 resonant 3 2 53157.0 1133 0.15 TNO.dat
85.755 0.58 30.511999999999997 269.622 180.107 85.193 7.82 106.94 classical o 0 53157.0 1134 0.15 TNO.dat
42.22 0.052000000000000005 19.984 4.495 330.798 267.113 8.22 42.44 classical m h 53157.0 1135 0.15 TNO.dat
252.56400000000002 0.857 17.816 205.68 198.763 166.623 8.22 467.24 classical o 0 53157.0 1136 0.15 TNO.dat
55.331 0.395 21.989 133.036 327.59 33.915 7.92 41.77 resonant 5 2 53157.0 1137 0.15 TNO.dat
136.959 0.731 13.245999999999999 348.39 304.487 307.892 7.38 143.77 classical o 0 53157.0 1138 0.15 TNO.dat
46.903999999999996 0.145 1.105 322.782 41.173 286.82 6.81 45.89 classical m s 53157.0 1139 0.15 TNO.dat
59.044 0.39 18.456 347.55400000000003 344.66900000000004 238.049 8.1 75.94 classical o 0 53157.0 1140 0.15 TNO.dat
42.108999999999995 0.043 17.192 120.04700000000001 103.419 109.45 8.18 42.78 classical m h 53157.0 1141 0.15 TNO.dat
109.605 0.645 19.198 225.71400000000003 286.395 357.98199999999997 8.25 39.22 classical o 0 53157.0 1142 0.15 TNO.dat
162.1 0.8220000000000001 37.312 117.97399999999999 28.941999999999997 227.17 7.92 281.52 scattering 0 0 53157.0 1143 0.15 TNO.dat
44.151 0.057999999999999996 3.839 72.561 156.376 347.214 8.18 41.65 classical m k 53157.0 1144 0.15 TNO.dat
44.751999999999995 0.138 30.259 61.633 231.50099999999998 8.017999999999999 7.68 38.68 classical m h 53157.0 1145 0.15 TNO.dat
89.542 0.591 9.012 117.13 47.555 299.611 7.74 93.37 classical o 0 53157.0 1146 0.15 TNO.dat
62.318000000000005 0.526 15.306 206.61900000000003 237.05700000000002 301.345 8.38 61.62 resonant 3 1 53157.0 1147 0.15 TNO.dat
43.68600000000001 0.11 8.98 317.624 333.602 104.775 8.48 45.38 resonant 7 4 53157.0 1148 0.15 TNO.dat
164.36599999999999 0.78 29.355999999999998 316.191 16.223 335.70099999999996 8.39 109.61 classical o 0 53157.0 1149 0.15 TNO.dat
43.758 0.172 19.627 172.731 142.915 321.10900000000004 8.11 38.54 classical m h 53157.0 1150 0.15 TNO.dat
43.247 0.018000000000000002 1.38 196.11900000000003 308.02099999999996 50.083 8.44 42.75 classical m s 53157.0 1151 0.15 TNO.dat
45.422 0.069 5.245 258.026 303.1 225.80900000000003 8.46 47.71 classical m s 53157.0 1152 0.15 TNO.dat
40.507 0.099 29.089000000000002 187.653 141.765 211.06099999999998 8.17 44.05 classical m h 53157.0 1153 0.15 TNO.dat
41.562 0.133 37.07 154.317 109.39299999999999 95.54700000000001 8.45 42.8 classical m h 53157.0 1154 0.15 TNO.dat
43.535 0.055 2.807 7.521 14.992 306.93 8.33 42.18 classical m s 53157.0 1155 0.15 TNO.dat
43.70399999999999 0.08800000000000001 5.994 329.781 139.43 339.555 8.39 40.17 resonant 7 4 53157.0 1156 0.15 TNO.dat
55.531000000000006 0.09300000000000001 17.331 33.351 324.845 286.502 8.09 54.52 resonant 5 2 53157.0 1157 0.15 TNO.dat
46.2 0.13699999999999998 18.725 236.34400000000002 189.52599999999998 128.797 8.05 50.63 classical m h 53157.0 1158 0.15 TNO.dat
73.62899999999999 0.505 27.581999999999997 157.085 32.321999999999996 61.028 7.89 73.59 classical o 0 53157.0 1159 0.15 TNO.dat
44.202 0.07200000000000001 2.222 19.323 188.69299999999998 310.133 7.73 42.29 classical m k 53157.0 1160 0.15 TNO.dat
45.608999999999995 0.136 1.925 161.535 150.679 0.557 8.41 39.39 classical m h 53157.0 1161 0.15 TNO.dat
42.583 0.127 18.547 239.55599999999998 182.675 323.663 7.79 38.51 classical m h 53157.0 1162 0.15 TNO.dat
53.019 0.301 19.927 259.012 301.423 220.34 8.29 66.64 resonant 7 3 53157.0 1163 0.15 TNO.dat
46.227 0.033 5.95 87.29299999999999 224.94299999999998 342.958 7.99 44.77 classical m s 53157.0 1164 0.15 TNO.dat
46.119 0.159 26.559 22.845 329.03 219.75400000000002 8.16 52.15 classical m h 53157.0 1165 0.15 TNO.dat
163.87900000000002 0.7609999999999999 22.769000000000002 343.494 165.5 200.271 7.91 286.03 classical o 0 53157.0 1166 0.15 TNO.dat
78.694 0.5479999999999999 27.123 271.447 184.168 13.712 7.65 40.95 classical o 0 53157.0 1167 0.15 TNO.dat
52.81 0.273 10.807 221.412 43.849 107.925 8.2 60.3 classical o 0 53157.0 1168 0.15 TNO.dat
124.45 0.7090000000000001 5.497999999999999 182.86599999999999 315.858 45.658 8.42 118.54 scattering 0 0 53157.0 1169 0.15 TNO.dat
62.236999999999995 0.305 4.087 64.12 74.045 244.703 7.97 74.14 resonant 3 1 53157.0 1170 0.15 TNO.dat
110.804 0.632 20.345 2.628 184.108 340.62 8.17 61.26 classical o 0 53157.0 1171 0.15 TNO.dat
47.621 0.281 9.402000000000001 19.808 66.296 139.894 8.41 59.03 resonant 2 1 53157.0 1172 0.15 TNO.dat
44.187 0.03 2.283 101.094 328.38699999999994 5.925 8.36 42.87 classical m k 53157.0 1173 0.15 TNO.dat
52.538999999999994 0.245 31.523000000000003 238.77 350.407 215.956 8.27 63.76 classical o 0 53157.0 1174 0.15 TNO.dat
55.306000000000004 0.213 10.005 340.64599999999996 281.732 283.068 7.49 55.13 resonant 5 2 53157.0 1175 0.15 TNO.dat
87.06299999999999 0.531 16.836 189.96400000000003 337.73800000000006 182.435 8.28 133.26 classical o 0 53157.0 1176 0.15 TNO.dat
50.38 0.24600000000000002 36.828 248.571 275.922 195.01 7.23 62.51 classical o 0 53157.0 1177 0.15 TNO.dat
58.47 0.337 32.005 25.069000000000003 266.293 109.99600000000001 6.04 69.95 classical o 0 53157.0 1178 0.15 TNO.dat
43.089 0.055 3.29 337.14099999999996 45.143 44.21 8.35 41.45 classical m s 53157.0 1179 0.15 TNO.dat
68.268 0.44 4.927 129.852 18.398 343.061 8.25 42.06 classical o 0 53157.0 1180 0.15 TNO.dat
46.718999999999994 0.08199999999999999 2.863 322.382 209.02599999999998 66.514 7.2 45.48 classical m s 53157.0 1181 0.15 TNO.dat
286.188 0.871 40.957 82.223 278.97700000000003 27.905 8.22 227.54 classical o 0 53157.0 1182 0.15 TNO.dat
55.535 0.332 9.712 358.969 186.171 162.691 7.87 73.47 classical o 0 53157.0 1183 0.15 TNO.dat
180.55200000000002 0.787 15.507 42.36600000000001 138.72299999999998 116.219 8.33 294.34 classical o 0 53157.0 1184 0.15 TNO.dat
55.49 0.505 11.395 141.814 154.664 123.48899999999999 8.39 77.43 resonant 5 2 53157.0 1185 0.15 TNO.dat
42.433 0.121 30.627 174.885 312.118 61.177 8.39 40.47 resonant 5 3 53157.0 1186 0.15 TNO.dat
50.522 0.203 11.767000000000001 41.327 204.605 342.01300000000003 7.96 41.06 classical o 0 53157.0 1187 0.15 TNO.dat
42.813 0.114 12.561 119.281 95.26100000000001 202.88099999999997 6.8 47.37 classical m h 53157.0 1188 0.15 TNO.dat
44.448 0.13 32.758 285.647 129.694 180.852 8.36 50.23 classical m h 53157.0 1189 0.15 TNO.dat
210.891 0.813 9.699 127.711 131.59 49.913999999999994 8.28 229.48 classical o 0 53157.0 1190 0.15 TNO.dat
48.088 0.19 18.77 341.36199999999997 352.449 33.748000000000005 8.16 41.17 classical o 0 53157.0 1191 0.15 TNO.dat
56.056999999999995 0.27 25.592 162.66 222.887 340.57099999999997 6.6 42.48 classical o 0 53157.0 1192 0.15 TNO.dat
39.531 0.17 19.305 192.18099999999998 354.75300000000004 276.457 8.21 39.92 resonant 3 2 53157.0 1193 0.15 TNO.dat
45.983999999999995 0.128 11.185 92.75299999999999 26.061999999999998 138.379 8.01 50.66 classical m h 53157.0 1194 0.15 TNO.dat
45.708 0.053 5.997000000000001 92.271 321.49 132.266 7.53 47.39 classical m s 53157.0 1195 0.15 TNO.dat
128.63299999999998 0.71 5.619 301.905 6.794 314.863 8.39 121.76 classical o 0 53157.0 1196 0.15 TNO.dat
43.238 0.07400000000000001 0.748 133.41899999999998 10.207 186.331 8.37 46.44 classical m s 53157.0 1197 0.15 TNO.dat
53.092 0.316 32.927 44.196000000000005 250.858 60.193000000000005 8.12 49.58 classical o 0 53157.0 1198 0.15 TNO.dat
36.471 0.161 11.186 102.876 355.526 12.864 8.42 30.82 resonant 4 3 53157.0 1199 0.15 TNO.dat
44.736000000000004 0.022000000000000002 1.4669999999999999 52.861999999999995 146.246 271.286 8.15 44.74 classical m s 53157.0 1200 0.15 TNO.dat
119.969 0.677 42.645 172.935 49.016999999999996 203.37599999999998 6.63 198.73 classical o 0 53157.0 1201 0.15 TNO.dat
45.301 0.085 3.222 212.021 173.585 159.339 8.17 48.92 classical m s 53157.0 1202 0.15 TNO.dat
43.854 0.043 3.406 104.18299999999999 273.318 79.57600000000001 8.2 43.59 classical m s 53157.0 1203 0.15 TNO.dat
43.772 0.025 8.684 316.731 352.459 125.59200000000001 8.41 44.43 resonant 7 4 53157.0 1204 0.15 TNO.dat
123.545 0.6970000000000001 24.559 195.16299999999998 333.908 280.404 7.48 160.74 classical o 0 53157.0 1205 0.15 TNO.dat
85.57799999999999 0.6509999999999999 41.056999999999995 142.981 251.343 13.731 8.44 40.08 scattering 0 0 53157.0 1206 0.15 TNO.dat
54.406000000000006 0.35 14.209000000000001 286.82 154.115 310.923 7.22 47.16 classical o 0 53157.0 1207 0.15 TNO.dat
45.315 0.14 5.127999999999999 107.507 79.17699999999999 61.898 8.19 43.09 classical m s 53157.0 1208 0.15 TNO.dat
76.291 0.493 23.432 211.89700000000002 264.509 344.459 8.44 43.51 classical o 0 53157.0 1209 0.15 TNO.dat
46.042 0.129 14.204 305.884 301.615 83.645 7.88 46.15 classical m h 53157.0 1210 0.15 TNO.dat
45.049 0.09 6.712000000000001 112.695 324.478 355.06699999999995 8.37 41.01 classical m s 53157.0 1211 0.15 TNO.dat
50.925 0.273 8.404 288.24 355.74199999999996 341.185 8.32 38.38 classical o 0 53157.0 1212 0.15 TNO.dat
44.006 0.075 5.279 38.146 118.79899999999999 110.64399999999999 7.98 45.37 classical m k 53157.0 1213 0.15 TNO.dat
312.241 0.883 25.779 183.097 77.51100000000001 180.005 8.09 587.85 classical o 0 53157.0 1214 0.15 TNO.dat
47.994 0.32799999999999996 10.035 346.421 41.216 299.175 8.35 45.07 resonant 2 1 53157.0 1215 0.15 TNO.dat
42.196999999999996 0.105 14.359000000000002 133.471 104.758 46.78 7.61 39.44 classical m h 53157.0 1216 0.15 TNO.dat
79.577 0.54 26.274 73.219 25.569000000000003 134.564 7.88 116.77 classical o 0 53157.0 1217 0.15 TNO.dat
41.3 0.092 18.395 71.94800000000001 39.69 4.542 7.57 37.51 classical m h 53157.0 1218 0.15 TNO.dat
88.579 0.494 5.757999999999999 222.671 237.153 132.401 7.39 125.53 resonant 5 1 53157.0 1219 0.15 TNO.dat
